Student ID,Name,Class,Subject,Exam Category,Exam Date,Score,Attendance (%),Participation,Behavior Score,Final Grade,Participation_Numeric,Final Grade Letter,Performance Category,Pass_Fail,Risk_Level,Risk_Probability,Engagement_Score,Engagement_Group
497.0,Mehedi Hasan,10.0,Computer,Mid Exam,2025-06-19,79,68,low,10,78.0,0,B-,Average,Pass,Medium Risk,0.4888571428571429,40.8,Medium
970.0,Mim Akter,10.0,Computer,Mid Exam,2025-06-20,37,60,medium,5,90.0,1,A,Excellent,Pass,Low Risk,0.2851678778849118,56.0,Medium
894.0,Tania Jahan,10.0,Biology,Mid Exam,2025-06-21,70,56,medium,8,95.0,1,A+,Excellent,Pass,Low Risk,0.0,53.6,Medium
492.0,Tania Jahan,10.0,Bangla,Mid Exam,2025-06-22,35,53,high,7,78.0,2,B-,Average,Pass,Medium Risk,0.4522572879476904,71.8,High
306.0,Mim Akter,10.0,Physics,Mid Exam,2025-06-23,98,60,low,10,50.0,0,F,Poor,Fail,Low Risk,0.22068652882264073,36.0,Low
114.0,Mehedi Hasan,10.0,English,Class Test,2025-06-24,73,60,low,10,58.0,0,D-,Poor,Fail,Low Risk,0.22068652882264073,36.0,Low
957.0,Mim Akter,10.0,Biology,Mid Exam,2025-06-25,93,89,low,9,95.0,0,A+,Excellent,Pass,Low Risk,0.34098187923187917,53.4,Medium
653.0,Mehedi Hasan,10.0,Computer,Mid Exam,2025-06-26,58,61,low,10,50.0,0,F,Poor,Fail,Low Risk,0.33352405002405017,36.6,Low
991.0,Mehedi Hasan,10.0,English,Class Test,2025-06-27,57,71,medium,7,82.0,1,B,Good,Pass,Medium Risk,0.5061349206349206,62.6,High
560.0,Nusrat Hossain,10.0,Computer,Mid Exam,2025-06-28,40,71,medium,8,78.0,1,B-,Average,Pass,Medium Risk,0.5061349206349206,62.6,High
790.0,Sakib Khan,10.0,English,Class Test,2025-06-29,94,99,high,10,69.9,2,C-,Below Average,Pass,Low Risk,0.0,99.4,Very High
674.0,Mehedi Hasan,10.0,Physics,Class Test,2025-06-30,48,96,high,9,50.0,2,F,Poor,Fail,Low Risk,0.2292165473415474,97.6,Very High
963.0,Tanvir Alam,10.0,Biology,Final Exam,2025-07-01,38,60,low,7,73.2,0,C+,Average,Pass,Low Risk,0.22068652882264073,36.0,Low
842.0,Mehedi Hasan,10.0,English,Final Exam,2025-07-02,56,78,high,5,50.0,2,F,Poor,Fail,Low Risk,0.34269078144078147,86.8,Very High
340.0,Mehedi Hasan,10.0,Bangla,Final Exam,2025-07-03,63,95,high,6,90.0,2,A,Excellent,Pass,Low Risk,0.202268763486256,97.0,Very High
663.0,Mehedi Hasan,10.0,Math,Final Exam,2025-07-04,73,60,medium,6,75.3,1,C+,Average,Pass,Low Risk,0.2851678778849118,56.0,Medium
195.0,Nusrat Hossain,10.0,Bangla,Mid Exam,2025-07-05,97,99,low,5,90.0,0,A,Excellent,Pass,Low Risk,0.31485556110556123,59.4,Medium
833.0,Nusrat Hossain,10.0,Bangla,Final Exam,2025-07-06,44,69,high,10,58.0,2,D-,Poor,Fail,Low Risk,0.2419301254301256,81.4,Very High
584.0,Tania Jahan,10.0,Math,Class Test,2025-07-07,80,99,low,6,68.0,0,C-,Below Average,Pass,Low Risk,0.31485556110556123,59.4,Medium
506.0,Nusrat Hossain,10.0,Bangla,Mid Exam,2025-07-08,42,60,high,6,90.0,2,A,Excellent,Pass,Low Risk,0.33532916367571486,76.0,High
330.0,Tanvir Alam,10.0,English,Final Exam,2025-07-09,78,82,high,5,82.0,2,B,Good,Pass,Low Risk,0.0,89.19999999999999,Very High
848.0,Tanvir Alam,10.0,English,Class Test,2025-07-10,99,92,medium,10,58.0,1,D-,Poor,Fail,Low Risk,0.14390476190476198,75.19999999999999,High
754.0,Nusrat Hossain,10.0,English,Mid Exam,2025-07-11,85,64,medium,10,90.0,1,A,Excellent,Pass,High Risk,0.7560452831482244,58.4,Medium
270.0,Mim Akter,10.0,Math,Mid Exam,2025-07-12,80,61,low,5,78.0,0,B-,Average,Pass,Low Risk,0.33352405002405017,36.6,Low
640.0,Sakib Khan,10.0,Bangla,Final Exam,2025-07-13,66,89,low,10,50.0,0,F,Poor,Fail,Low Risk,0.34098187923187917,53.4,Medium
135.0,Nusrat Hossain,10.0,Math,Mid Exam,2025-07-14,46,60,high,10,58.0,2,D-,Poor,Fail,Low Risk,0.33532916367571486,76.0,High
624.0,Mehedi Hasan,10.0,English,Class Test,2025-07-15,87,79,medium,7,79.4,1,B-,Average,Pass,Low Risk,0.0,67.4,High
259.0,Ayesha Rahman,10.0,Bangla,Mid Exam,2025-07-16,58,60,low,7,90.0,0,A,Excellent,Pass,Low Risk,0.22068652882264073,36.0,Low
938.0,Sakib Khan,10.0,Bangla,Class Test,2025-07-17,62,52,high,5,68.0,2,C-,Below Average,Pass,Medium Risk,0.429952380952381,71.2,High
798.0,Sakib Khan,10.0,Computer,Mid Exam,2025-07-18,89,77,medium,8,90.0,1,A,Excellent,Pass,Low Risk,0.0,66.19999999999999,High
342.0,Tanvir Alam,10.0,Computer,Final Exam,2025-07-19,84,60,high,6,82.0,2,B,Good,Pass,Low Risk,0.33532916367571486,76.0,High
185.0,Sakib Khan,10.0,Physics,Class Test,2025-07-20,39,79,low,7,82.0,0,B,Good,Pass,Low Risk,0.0,47.4,Medium
895.0,Nusrat Hossain,10.0,Biology,Mid Exam,2025-07-21,76,62,low,6,58.0,0,D-,Poor,Fail,Medium Risk,0.5419942279942279,37.199999999999996,Low
677.0,Mehedi Hasan,10.0,Computer,Mid Exam,2025-07-22,52,62,medium,9,58.0,1,D-,Poor,Fail,Low Risk,0.23344577481342232,57.199999999999996,Medium
781.0,Mehedi Hasan,10.0,Math,Mid Exam,2025-07-23,50,51,high,5,90.0,2,A,Excellent,Pass,Low Risk,0.2330218253968258,70.6,High
656.0,Tania Jahan,10.0,Computer,Class Test,2025-07-24,42,86,medium,8,82.0,1,B,Good,Pass,Low Risk,0.007857142857142896,71.6,High
673.0,Mehedi Hasan,10.0,Physics,Class Test,2025-07-25,62,98,low,9,82.0,0,B,Good,Pass,Low Risk,0.11711652236652259,58.8,Medium
745.0,Mehedi Hasan,10.0,Bangla,Class Test,2025-07-26,53,87,low,9,68.0,0,C-,Below Average,Pass,High Risk,0.7860079365079365,52.199999999999996,Medium
895.0,Tanvir Alam,10.0,Physics,Final Exam,2025-07-27,40,51,high,10,78.0,2,B-,Average,Pass,Low Risk,0.2330218253968258,70.6,High
127.0,Mehedi Hasan,10.0,Bangla,Final Exam,2025-07-28,46,85,high,9,68.0,2,C-,Below Average,Pass,Low Risk,0.01666666666666672,91.0,Very High
719.0,Tania Jahan,10.0,Bangla,Class Test,2025-07-29,97,75,high,5,95.0,2,A+,Excellent,Pass,Low Risk,0.3860714285714286,85.0,Very High
655.0,Ayesha Rahman,10.0,Biology,Mid Exam,2025-07-30,76,60,medium,7,50.0,1,F,Poor,Fail,Low Risk,0.2851678778849118,56.0,Medium
439.0,Nusrat Hossain,10.0,Computer,Final Exam,2025-07-31,54,60,high,5,70.9,2,C,Average,Pass,Low Risk,0.33532916367571486,76.0,High
897.0,Tanvir Alam,10.0,Math,Class Test,2025-08-01,50,93,high,7,90.0,2,A,Excellent,Pass,Low Risk,0.0024999999999999467,95.8,Very High
430.0,Ayesha Rahman,10.0,Math,Mid Exam,2025-08-02,41,89,low,9,78.0,0,B-,Average,Pass,Low Risk,0.34098187923187917,53.4,Medium
739.0,Tanvir Alam,10.0,English,Final Exam,2025-08-03,66,92,low,9,90.0,0,A,Excellent,Pass,Low Risk,0.1376338106338112,55.199999999999996,Medium
605.0,Mim Akter,10.0,Bangla,Mid Exam,2025-08-04,71,71,high,8,50.0,2,F,Poor,Fail,Low Risk,0.010000000000000009,82.6,Very High
447.0,Sakib Khan,10.0,Math,Mid Exam,2025-08-05,46,69,high,7,95.0,2,A+,Excellent,Pass,Low Risk,0.2419301254301256,81.4,Very High
572.0,Mim Akter,10.0,Biology,Mid Exam,2025-08-06,77,60,low,9,78.0,0,B-,Average,Pass,Low Risk,0.22068652882264073,36.0,Low
330.0,Mehedi Hasan,10.0,Bangla,Mid Exam,2025-08-07,57,78,high,10,58.0,2,D-,Poor,Fail,Low Risk,0.34269078144078147,86.8,Very High
289.0,Ayesha Rahman,10.0,Biology,Final Exam,2025-08-08,70,89,medium,6,82.0,1,B,Good,Pass,Medium Risk,0.4154589577089578,73.4,High
324.0,Mehedi Hasan,10.0,Math,Final Exam,2025-08-09,76,75,medium,8,79.7,1,B-,Average,Pass,Low Risk,0.1250811133311136,65.0,High
484.0,Sakib Khan,10.0,Math,Final Exam,2025-08-10,47,60,medium,5,90.0,1,A,Excellent,Pass,Low Risk,0.2851678778849118,56.0,Medium
476.0,Tanvir Alam,10.0,English,Class Test,2025-08-11,100,66,high,8,95.0,2,A+,Excellent,Pass,Medium Risk,0.4877518599821231,79.6,High
382.0,Sakib Khan,10.0,Math,Final Exam,2025-08-12,42,69,low,6,82.0,0,B,Good,Pass,Low Risk,0.20352380952380955,41.4,Medium
732.0,Tania Jahan,10.0,Bangla,Mid Exam,2025-08-13,42,65,high,7,68.0,2,C-,Below Average,Pass,Low Risk,0.0,79.0,High
727.0,Sakib Khan,10.0,Bangla,Final Exam,2025-08-14,60,95,high,5,82.0,2,B,Good,Pass,Low Risk,0.202268763486256,97.0,Very High
844.0,Tania Jahan,10.0,Bangla,Mid Exam,2025-08-15,31,92,low,5,68.0,0,C-,Below Average,Pass,Low Risk,0.1376338106338112,55.199999999999996,Medium
358.0,Sakib Khan,10.0,English,Class Test,2025-08-16,45,56,low,7,58.0,0,D-,Poor,Fail,Medium Risk,0.460297619047619,33.6,Low
458.0,Nusrat Hossain,10.0,English,Mid Exam,2025-08-17,38,65,low,8,78.0,0,B-,Average,Pass,Low Risk,0.17486688311688336,39.0,Low
809.0,Tania Jahan,10.0,Math,Mid Exam,2025-08-18,67,94,medium,9,82.0,1,B,Good,Pass,Low Risk,0.22823809523809513,76.4,High
555.0,Ayesha Rahman,10.0,Physics,Mid Exam,2025-08-19,83,96,high,8,82.0,2,B,Good,Pass,Low Risk,0.2292165473415474,97.6,Very High
510.0,Mehedi Hasan,10.0,Physics,Class Test,2025-08-20,85,97,low,6,82.0,0,B,Good,Pass,Low Risk,0.18839718614718648,58.199999999999996,Medium
748.0,Mehedi Hasan,10.0,English,Final Exam,2025-08-21,74,76,high,10,78.0,2,B-,Average,Pass,Low Risk,0.03428571428571425,85.6,Very High
417.0,Mim Akter,10.0,Math,Final Exam,2025-08-22,63,72,medium,9,95.0,1,A+,Excellent,Pass,Low Risk,0.15221015096015134,63.199999999999996,High
776.0,Mehedi Hasan,10.0,Physics,Class Test,2025-08-23,38,73,medium,8,68.0,1,C-,Below Average,Pass,Low Risk,0.3371540134701899,63.8,High
324.0,Tanvir Alam,10.0,Math,Mid Exam,2025-08-24,37,58,low,10,58.0,0,D-,Poor,Fail,Low Risk,0.3566190476190476,34.8,Low
918.0,Nusrat Hossain,10.0,Math,Final Exam,2025-08-25,36,84,low,10,82.0,0,B,Good,Pass,Low Risk,0.007499999999999951,50.4,Medium
333.0,Sakib Khan,10.0,Math,Class Test,2025-08-26,65,60,high,7,50.0,2,F,Poor,Fail,Low Risk,0.33532916367571486,76.0,High
783.0,Mim Akter,10.0,Computer,Final Exam,2025-08-27,47,69,low,6,78.0,0,B-,Average,Pass,Low Risk,0.20352380952380955,41.4,Medium
763.0,Tanvir Alam,10.0,Bangla,Class Test,2025-08-28,32,86,high,6,95.0,2,A+,Excellent,Pass,Low Risk,0.1090243367743372,91.6,Very High
926.0,Tanvir Alam,10.0,Math,Mid Exam,2025-08-29,57,91,high,6,68.0,2,C-,Below Average,Pass,Low Risk,0.27863007773586224,94.6,Very High
473.0,Tania Jahan,10.0,Computer,Final Exam,2025-08-30,99,66,high,9,78.0,2,B-,Average,Pass,Medium Risk,0.4877518599821231,79.6,High
771.0,Mehedi Hasan,10.0,English,Class Test,2025-08-31,73,96,high,5,58.0,2,D-,Poor,Fail,Low Risk,0.2292165473415474,97.6,Very High
707.0,Ayesha Rahman,10.0,Physics,Final Exam,2025-09-01,50,80,high,9,58.0,2,D-,Poor,Fail,Medium Risk,0.46134550253667916,88.0,Very High
571.0,Ayesha Rahman,10.0,Bangla,Final Exam,2025-09-02,57,57,high,8,68.0,2,C-,Below Average,Pass,Low Risk,0.12274594849594878,74.19999999999999,High
332.0,Mim Akter,10.0,Physics,Final Exam,2025-09-03,83,64,medium,10,82.0,1,B,Good,Pass,High Risk,0.7560452831482244,58.4,Medium
791.0,Nusrat Hossain,10.0,Bangla,Final Exam,2025-09-04,83,80,high,10,58.0,2,D-,Poor,Fail,Medium Risk,0.46134550253667916,88.0,Very High
212.0,Ayesha Rahman,10.0,Physics,Class Test,2025-09-05,94,79,low,5,95.0,0,A+,Excellent,Pass,Low Risk,0.0,47.4,Medium
929.0,Sakib Khan,10.0,Bangla,Mid Exam,2025-09-06,50,95,medium,8,78.0,1,B-,Average,Pass,Low Risk,0.007333333333333303,77.0,High
596.0,Ayesha Rahman,10.0,Physics,Class Test,2025-09-07,42,69,medium,5,95.0,1,A+,Excellent,Pass,Low Risk,0.3861904761904763,61.4,High
541.0,Mim Akter,10.0,Physics,Class Test,2025-09-08,86,88,high,10,82.0,2,B,Good,Pass,Low Risk,0.0,92.8,Very High
663.0,Ayesha Rahman,10.0,Physics,Class Test,2025-09-09,78,61,medium,9,95.0,1,A+,Excellent,Pass,Low Risk,0.004865967365967339,56.6,Medium
367.0,Sakib Khan,10.0,Physics,Mid Exam,2025-09-10,83,98,high,6,95.0,2,A+,Excellent,Pass,Low Risk,0.28541602841602876,98.8,Very High
609.0,Tania Jahan,10.0,English,Final Exam,2025-09-11,39,66,low,10,90.0,0,A,Excellent,Pass,Low Risk,0.0070606060606058785,39.6,Low
906.0,Nusrat Hossain,10.0,Math,Final Exam,2025-09-12,82,91,high,7,95.0,2,A+,Excellent,Pass,Low Risk,0.27863007773586224,94.6,Very High
485.0,Mim Akter,10.0,Biology,Final Exam,2025-09-13,73,79,medium,6,68.0,1,C-,Below Average,Pass,Low Risk,0.0,67.4,High
486.0,Tania Jahan,10.0,Computer,Mid Exam,2025-09-14,76,78,low,10,78.0,0,B-,Average,Pass,Low Risk,0.0,46.8,Medium
212.0,Tania Jahan,10.0,Biology,Final Exam,2025-09-15,82,68,high,9,90.0,2,A,Excellent,Pass,Low Risk,0.22379761904761908,80.8,Very High
712.0,Tania Jahan,10.0,Biology,Mid Exam,2025-09-16,75,60,low,5,78.0,0,B-,Average,Pass,Low Risk,0.22068652882264073,36.0,Low
724.0,Tanvir Alam,10.0,Bangla,Final Exam,2025-09-17,42,60,low,6,78.0,0,B-,Average,Pass,Low Risk,0.22068652882264073,36.0,Low
180.0,Nusrat Hossain,10.0,Math,Final Exam,2025-09-18,66,60,medium,9,82.0,1,B,Good,Pass,Low Risk,0.2851678778849118,56.0,Medium
798.0,Mehedi Hasan,10.0,Bangla,Class Test,2025-09-19,53,99,low,8,82.0,0,B,Good,Pass,Low Risk,0.31485556110556123,59.4,Medium
212.0,Nusrat Hossain,10.0,Math,Mid Exam,2025-09-20,31,56,medium,7,90.0,1,A,Excellent,Pass,Low Risk,0.0,53.6,Medium
101.0,Tanvir Alam,10.0,Math,Class Test,2025-09-21,43,93,low,6,58.0,0,D-,Poor,Fail,Medium Risk,0.6507261904761905,55.8,Medium
741.0,Mehedi Hasan,10.0,Physics,Class Test,2025-09-22,39,83,medium,5,50.0,1,F,Poor,Fail,Low Risk,0.1860046897546901,69.8,High
319.0,Nusrat Hossain,10.0,English,Class Test,2025-09-23,64,69,low,8,82.0,0,B,Good,Pass,Low Risk,0.20352380952380955,41.4,Medium
665.0,Tania Jahan,10.0,Physics,Mid Exam,2025-09-24,54,60,high,9,50.0,2,F,Poor,Fail,Low Risk,0.33532916367571486,76.0,High
954.0,Mim Akter,10.0,English,Mid Exam,2025-09-25,32,87,high,7,82.0,2,B,Good,Pass,Low Risk,0.22901962824756938,92.19999999999999,Very High
835.0,Mehedi Hasan,10.0,Bangla,Final Exam,2025-09-26,46,73,medium,5,82.0,1,B,Good,Pass,Low Risk,0.3371540134701899,63.8,High
324.0,Sakib Khan,10.0,English,Class Test,2025-09-27,41,59,high,9,78.0,2,B-,Average,Pass,Low Risk,0.01778662565504674,75.4,High
484.0,Sakib Khan,10.0,Bangla,Final Exam,2025-09-28,83,81,low,9,90.0,0,A,Excellent,Pass,Medium Risk,0.5218769841269839,48.6,Medium
502.0,Ayesha Rahman,10.0,Biology,Class Test,2025-09-29,53,64,low,6,78.0,0,B-,Average,Pass,Low Risk,0.3854563492063491,38.4,Low
737.0,Mehedi Hasan,10.0,Biology,Mid Exam,2025-09-30,58,86,high,6,68.0,2,C-,Below Average,Pass,Low Risk,0.1090243367743372,91.6,Very High
229.0,Mim Akter,10.0,English,Mid Exam,2025-10-01,72,69,high,5,78.0,2,B-,Average,Pass,Low Risk,0.2419301254301256,81.4,Very High
152.0,Tanvir Alam,10.0,English,Mid Exam,2025-10-02,54,52,medium,10,50.0,1,F,Poor,Fail,Low Risk,0.37448520923520934,51.2,Medium
783.0,Tania Jahan,10.0,Bangla,Class Test,2025-10-03,89,86,high,10,82.1,2,B,Good,Pass,Low Risk,0.1090243367743372,91.6,Very High
829.0,Ayesha Rahman,10.0,Physics,Mid Exam,2025-10-04,94,89,medium,9,68.0,1,C-,Below Average,Pass,Medium Risk,0.4154589577089578,73.4,High
771.0,Sakib Khan,10.0,Bangla,Class Test,2025-10-05,57,57,high,6,95.0,2,A+,Excellent,Pass,Low Risk,0.12274594849594878,74.19999999999999,High
809.0,Tanvir Alam,10.0,Physics,Final Exam,2025-10-06,45,89,low,7,95.0,0,A+,Excellent,Pass,Low Risk,0.34098187923187917,53.4,Medium
515.0,Tanvir Alam,10.0,Biology,Class Test,2025-10-07,76,93,high,7,68.0,2,C-,Below Average,Pass,Low Risk,0.0024999999999999467,95.8,Very High
346.0,Tania Jahan,10.0,Math,Final Exam,2025-10-08,87,72,low,9,68.0,0,C-,Below Average,Pass,Low Risk,0.0,43.199999999999996,Medium
935.0,Mehedi Hasan,10.0,English,Class Test,2025-10-09,56,89,low,6,78.0,0,B-,Average,Pass,Low Risk,0.34098187923187917,53.4,Medium
538.0,Sakib Khan,10.0,Physics,Final Exam,2025-10-10,82,60,low,5,68.0,0,C-,Below Average,Pass,Low Risk,0.22068652882264073,36.0,Low
302.0,Mim Akter,10.0,Bangla,Mid Exam,2025-10-11,71,60,medium,5,90.0,1,A,Excellent,Pass,Low Risk,0.2851678778849118,56.0,Medium
283.0,Tanvir Alam,10.0,Biology,Final Exam,2025-10-12,88,57,high,5,95.0,2,A+,Excellent,Pass,Low Risk,0.12274594849594878,74.19999999999999,High
222.0,Tania Jahan,10.0,Physics,Mid Exam,2025-10-13,76,78,low,7,95.0,0,A+,Excellent,Pass,Low Risk,0.0,46.8,Medium
500.0,Mim Akter,10.0,Bangla,Mid Exam,2025-10-14,63,79,low,6,83.8,0,B+,Good,Pass,Low Risk,0.0,47.4,Medium
866.0,Mehedi Hasan,10.0,English,Final Exam,2025-10-15,66,60,medium,6,68.0,1,C-,Below Average,Pass,Low Risk,0.2851678778849118,56.0,Medium
393.0,Sakib Khan,10.0,English,Class Test,2025-10-16,35,88,high,7,82.0,2,B,Good,Pass,Low Risk,0.0,92.8,Very High
379.0,Mehedi Hasan,10.0,Computer,Class Test,2025-10-17,36,77,high,5,82.0,2,B,Good,Pass,Low Risk,0.37589781052281035,86.19999999999999,Very High
936.0,Tanvir Alam,10.0,Math,Class Test,2025-10-18,54,98,medium,5,68.0,1,C-,Below Average,Pass,High Risk,0.7269527417027417,78.8,High
983.0,Mim Akter,10.0,Computer,Class Test,2025-10-19,62,85,medium,9,90.0,1,A,Excellent,Pass,Low Risk,0.31039285714285714,71.0,High
709.0,Mim Akter,10.0,Biology,Class Test,2025-10-20,84,62,high,10,82.0,2,B,Good,Pass,Low Risk,0.12021259175607013,77.19999999999999,High
297.0,Mim Akter,10.0,Physics,Mid Exam,2025-10-21,87,81,medium,8,58.0,1,D-,Poor,Fail,Low Risk,0.35945050855577176,68.6,High
610.0,Tanvir Alam,10.0,Biology,Class Test,2025-10-22,36,85,high,10,50.0,2,F,Poor,Fail,Low Risk,0.01666666666666672,91.0,Very High
851.0,Tanvir Alam,10.0,Bangla,Mid Exam,2025-10-23,86,60,high,6,68.0,2,C-,Below Average,Pass,Low Risk,0.33532916367571486,76.0,High
243.0,Mehedi Hasan,10.0,English,Mid Exam,2025-10-24,41,75,low,6,90.0,0,A,Excellent,Pass,Low Risk,0.022333333333333205,45.0,Medium
708.0,Ayesha Rahman,10.0,Computer,Mid Exam,2025-10-25,45,71,low,6,90.0,0,A,Excellent,Pass,Medium Risk,0.5383015873015875,42.6,Medium
300.0,Mehedi Hasan,10.0,Computer,Final Exam,2025-10-26,72,53,high,10,78.0,2,B-,Average,Pass,Medium Risk,0.4522572879476904,71.8,High
223.0,Sakib Khan,10.0,Computer,Final Exam,2025-10-27,36,80,high,8,90.0,2,A,Excellent,Pass,Medium Risk,0.46134550253667916,88.0,Very High
286.0,Tania Jahan,10.0,Biology,Mid Exam,2025-10-28,80,67,high,9,74.4,2,C+,Average,Pass,Low Risk,0.04632591093117411,80.19999999999999,Very High
425.0,Mim Akter,10.0,English,Final Exam,2025-10-29,61,87,high,10,50.0,2,F,Poor,Fail,Low Risk,0.22901962824756938,92.19999999999999,Very High
563.0,Ayesha Rahman,10.0,Physics,Class Test,2025-10-30,37,73,high,8,82.0,2,B,Good,Pass,High Risk,0.7816825396825396,83.8,Very High
448.0,Tania Jahan,10.0,Bangla,Class Test,2025-10-31,74,60,high,5,68.0,2,C-,Below Average,Pass,Low Risk,0.33532916367571486,76.0,High
870.0,Ayesha Rahman,10.0,Physics,Mid Exam,2025-11-01,88,60,medium,5,50.0,1,F,Poor,Fail,Low Risk,0.2851678778849118,56.0,Medium
759.0,Nusrat Hossain,10.0,Biology,Class Test,2025-11-02,33,51,high,6,68.0,2,C-,Below Average,Pass,Low Risk,0.2330218253968258,70.6,High
863.0,Mehedi Hasan,10.0,Bangla,Mid Exam,2025-11-03,96,80,high,7,90.0,2,A,Excellent,Pass,Medium Risk,0.46134550253667916,88.0,Very High
502.0,Tanvir Alam,10.0,Computer,Mid Exam,2025-11-04,58,60,medium,6,58.0,1,D-,Poor,Fail,Low Risk,0.2851678778849118,56.0,Medium
445.0,Mim Akter,10.0,Math,Class Test,2025-11-05,58,77,high,7,95.0,2,A+,Excellent,Pass,Low Risk,0.37589781052281035,86.19999999999999,Very High
610.0,Mehedi Hasan,10.0,Biology,Final Exam,2025-11-06,57,95,high,8,50.0,2,F,Poor,Fail,Low Risk,0.202268763486256,97.0,Very High
246.0,Tania Jahan,10.0,Biology,Class Test,2025-11-07,73,81,medium,5,78.0,1,B-,Average,Pass,Low Risk,0.35945050855577176,68.6,High
247.0,Nusrat Hossain,10.0,English,Class Test,2025-11-08,33,54,medium,10,95.0,1,A+,Excellent,Pass,Low Risk,0.19259523809523826,52.4,Medium
963.0,Nusrat Hossain,10.0,Physics,Mid Exam,2025-11-09,38,87,high,7,90.0,2,A,Excellent,Pass,Low Risk,0.22901962824756938,92.19999999999999,Very High
810.0,Nusrat Hossain,10.0,Biology,Mid Exam,2025-11-10,34,59,low,8,90.0,0,A,Excellent,Pass,Low Risk,0.10713438359026639,35.4,Low
919.0,Tania Jahan,10.0,Biology,Mid Exam,2025-11-11,85,89,medium,5,95.0,1,A+,Excellent,Pass,Medium Risk,0.4154589577089578,73.4,High
588.0,Tania Jahan,10.0,Computer,Mid Exam,2025-11-12,79,95,high,10,78.0,2,B-,Average,Pass,Low Risk,0.202268763486256,97.0,Very High
739.0,Tania Jahan,10.0,Computer,Final Exam,2025-11-13,44,73,medium,7,50.0,1,F,Poor,Fail,Low Risk,0.3371540134701899,63.8,High
650.0,Tania Jahan,10.0,Bangla,Final Exam,2025-11-14,61,84,high,6,50.0,2,F,Poor,Fail,Medium Risk,0.5282060015148249,90.4,Very High
437.0,Nusrat Hossain,10.0,Math,Final Exam,2025-11-15,57,93,medium,6,95.0,1,A+,Excellent,Pass,Low Risk,0.2156293894014486,75.8,High
971.0,Nusrat Hossain,10.0,English,Mid Exam,2025-11-16,51,97,low,6,68.0,0,C-,Below Average,Pass,Low Risk,0.18839718614718648,58.199999999999996,Medium
740.0,Ayesha Rahman,10.0,Math,Mid Exam,2025-11-17,46,72,high,8,82.0,2,B,Good,Pass,Medium Risk,0.46946428571428567,83.19999999999999,Very High
878.0,Mehedi Hasan,10.0,Bangla,Mid Exam,2025-11-18,88,66,high,6,58.0,2,D-,Poor,Fail,Medium Risk,0.4877518599821231,79.6,High
572.0,Mim Akter,10.0,Computer,Final Exam,2025-11-19,100,50,medium,9,68.0,1,C-,Below Average,Pass,Low Risk,0.36729761904761904,50.0,Medium
250.0,Tanvir Alam,10.0,Physics,Mid Exam,2025-11-20,86,80,high,5,50.0,2,F,Poor,Fail,Medium Risk,0.46134550253667916,88.0,Very High
514.0,Nusrat Hossain,10.0,Computer,Class Test,2025-11-21,55,80,high,8,82.0,2,B,Good,Pass,Medium Risk,0.46134550253667916,88.0,Very High
397.0,Tanvir Alam,10.0,English,Class Test,2025-11-22,54,91,high,10,58.0,2,D-,Poor,Fail,Low Risk,0.27863007773586224,94.6,Very High
710.0,Mehedi Hasan,10.0,Computer,Mid Exam,2025-11-23,39,91,high,6,58.0,2,D-,Poor,Fail,Low Risk,0.27863007773586224,94.6,Very High
362.0,Mehedi Hasan,10.0,English,Class Test,2025-11-24,74,83,low,5,58.0,0,D-,Poor,Fail,Medium Risk,0.5645,49.8,Medium
863.0,Tanvir Alam,10.0,English,Class Test,2025-11-25,40,58,low,7,90.0,0,A,Excellent,Pass,Low Risk,0.3566190476190476,34.8,Low
243.0,Nusrat Hossain,10.0,English,Final Exam,2025-11-26,82,71,medium,6,58.0,1,D-,Poor,Fail,Medium Risk,0.5061349206349206,62.6,High
445.0,Tanvir Alam,10.0,Bangla,Mid Exam,2025-11-27,97,62,medium,5,78.0,1,B-,Average,Pass,Low Risk,0.23344577481342232,57.199999999999996,Medium
723.0,Ayesha Rahman,10.0,English,Mid Exam,2025-11-28,57,74,medium,9,84.2,1,B+,Good,Pass,Low Risk,0.09967031987620245,64.4,High
671.0,Sakib Khan,10.0,English,Final Exam,2025-11-29,94,97,high,7,50.0,2,F,Poor,Fail,Low Risk,0.2418120144819066,98.19999999999999,Very High
980.0,Nusrat Hossain,10.0,Physics,Class Test,2025-11-30,78,67,high,9,78.0,2,B-,Average,Pass,Low Risk,0.04632591093117411,80.19999999999999,Very High
101.0,Nusrat Hossain,10.0,Math,Class Test,2025-12-01,76,100,low,10,74.6,0,C+,Average,Pass,Low Risk,0.0,60.0,Medium
996.0,Mim Akter,10.0,Biology,Mid Exam,2025-12-02,81,61,low,5,68.0,0,C-,Below Average,Pass,Low Risk,0.33352405002405017,36.6,Low
403.0,Tania Jahan,10.0,Math,Class Test,2025-12-03,83,89,medium,9,68.0,1,C-,Below Average,Pass,Medium Risk,0.4154589577089578,73.4,High
353.0,Sakib Khan,10.0,English,Final Exam,2025-12-04,89,66,low,10,95.0,0,A+,Excellent,Pass,Low Risk,0.0070606060606058785,39.6,Low
751.0,Mehedi Hasan,10.0,Physics,Final Exam,2025-12-05,86,64,low,5,78.0,0,B-,Average,Pass,Low Risk,0.3854563492063491,38.4,Low
552.0,Nusrat Hossain,10.0,Computer,Mid Exam,2025-12-06,76,91,low,5,95.0,0,A+,Excellent,Pass,Low Risk,0.008910256410256445,54.6,Medium
